id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length,egocentric,charades_video
ZXZ4REGO,DN1S,Bedroom,6,6,Yes,A person takes a pillow to the wardrobe before closing the door.,closet/cabinet;door;pillow;shelf;wardrobe,A lady with a light on her head takes  pillow out of a closet that she opened then closes.,c006 23.40 31.25;c008 7.20 21.10;c113 6.00 31.25;c077 0.00 31.25;c080 0.00 31.25;c141 0.00 31.25;c081 0.00 30.40;c112 22.50 31.10;c076 18.90 31.25;c079 14.50 22.60,33.96,Yes,3W6TL
N7TGUEGO,7879,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,Person opens door to Entryway and closes door.  Person sets keys on table.  Person sits in chair.  Person then gets up and leaves.,chair;door;shelf;sofa;table,"person open the entryway door closes it then put the keys on the coffee table, sits on a sofa, stands and leaves the room",c097 9.60 16.20;c009 13.80 18.04;c008 4.60 10.00;c059 12.80 17.40;c006 6.80 11.30;c141 4.50 11.40;c154 15.40 18.04;c081 7.90 13.80;c123 14.20 18.04;c097 19.80 18.04;c009 10.40 15.40;c151 11.70 17.70,24.46,Yes,CRJGZ
1MQ5AEGO,B63R,Bedroom,7,6,Yes,"A person is dressing by putting on a jacket in the doorway of the bedroom, they sit down on the bed and put their shoes on.  Then they grasp a pillow and walk back to the doorway.",bed;clothes;pillow;shoe;sneaker;sweatshirt,"Person puts on sweatshirt, grabs sneaker off chair, sits on pillow on bed.",c148 0.00 7.08;c056 15.20 7.08;c151 5.30 7.08;c135 7.40 7.08;c002 0.00 7.08,30.88,Yes,
0WXIXEGO,DZVP,Stairs,6,6,Yes,Person walks up the stairs after taking off shoes. Person picks up the dirty clothes on the stairs.  Person gets to the top of the stairs and while sitting on the top step.,blanket;clothes;floor;shoe,"person takes off the shoes and go up stairs running, grab some clothes and sits on the floor",c127 7.30 14.30;c057 0.00 6.80;c125 15.50 14.79;c000 9.20 14.79;c151 14.80 14.79;c053 0.00 4.40;c075 13.20 14.79;c073 7.10 13.10;c002 7.10 13.10;c150 4.60 14.79;c004 9.30 14.79,19.54,Yes,GU43L
GT8L6EGO,ICRY,Bedroom,6,6,Yes,A person is playing on their laptop while drinking a glass of water. The person grabs a piece of food.,bed;cup/glass/bottle;food;laptop;table;water,"A person typing on a computer, then eating and drinking while sitting on a bed.",c110 7.70 12.50;c135 0.00 32.79;c051 0.00 8.80;c107 12.10 32.79;c156 24.90 32.79;c014 18.50 25.90;c011 13.30 24.70;c052 15.60 27.90;c152 12.60 21.80;c106 9.00 18.40;c110 8.80 32.79;c063 22.70 32.79,33.83,Yes,WX4AP
DNFIEEGO,0AC0,Kitchen,7,7,Yes,"one person is in the kitching standing in front of a table watching something in a laptop, then grasp a pillow that is near and start sneezing when see the pillow make them sneeze throw it to a box that is in a corner.",counter;laptop;pillow;pink basket,"A person is standing in front of a laptop computer on a kitchen counter.  The sneezes and then turns to take a pillow from a counter behind.  The person then hugs the pillow, returns to the laptop and sneezes into the hand three times before the person pushes the pillow down into a pink basket and stands looking at it.",c076 5.80 25.10;c077 20.10 26.90;c153 0.00 3.30;c154 12.10 17.30;c052 0.00 7.40;c079 5.00 10.90;c051 0.00 7.00;c052 0.00 16.70;c079 5.70 24.00;c078 8.20 22.90;c051 0.00 17.00,27.79,Yes,
5BZ1MEGO,P2J3,Hallway,6,6,Yes,A person is holding a cup of coffee and then fixing a camera in the entryway.,camera;coffee;cup;doorway;floor;food,A person is sitting cross legged on the floor. The person takes three sips from a cup of coffee on the floor in front of him and then the person examines a small camera.,c125 0.00 31.12;c015 15.30 25.80;c107 16.50 24.50;c106 14.40 27.00;c097 17.30 28.00;c156 3.80 8.60;c017 15.30 21.90;c016 17.10 31.12,32.08,Yes,61RMD
UPMEFEGO,ROBJ,Living room,5,6,Yes,"One person stands in the doorway, pours a drink and drinks it, then throws clothes to another person awakening from under a blanket.",blanket;clothes;cup;door;floor;pitcher;towel,A person walks through a door entering a room.  The person is holding a pitcher and a glass and the person has some clothes over the arm.  The person pours from the pitcher into the glass and takes a drink.  The first person walks around and throws the clothes onto a second person who is sleeping on the floor on a blanket.  The second person jumps into a seated position.,c003 10.40 15.20;c033 0.00 14.00;c036 10.40 15.40;c034 13.40 20.80;c146 17.00 24.80;c070 7.50 12.80;c124 0.00 11.10;c107 0.00 19.60;c072 0.40 31.29;c146 2.40 25.70;c000 0.70 23.50;c108 0.00 6.10;c106 1.90 9.10;c035 5.40 11.50,33.79,Yes,4PCSC
GAAFHEGO,71HI,Bedroom,7,7,Yes,A person is walking towards the bed and picks up a book out of a box that is sitting on the bed. They place the box on a shelf and throw the book on the floor as they watch it fall to the floor smiling.,bed;box;floor;paper/notebook;paperwork;picture;shelf;table,A person gets a box off a bed and removed paperwork before putting the box and paperwork on a shelf.,c043 4.00 14.80;c116 19.40 27.50;c117 5.10 16.50;c042 17.00 22.80;c083 4.90 10.30;c088 12.20 16.80;c044 6.60 13.10;c012 4.30 32.00;c126 4.00 32.10;c045 18.00 32.10;c154 3.60 22.00;c081 17.10 23.40;c086 19.70 27.20;c041 3.40 8.80;c044 4.90 10.10;c012 6.30 10.70;c084 11.10 25.00;c126 22.60 27.30;c083 4.80 16.00;c083 9.70 15.00;c039 5.10 11.20;c083 7.80 32.10;c039 0.00 32.10;c040 2.20 32.10;c088 6.90 32.10,30.00,Yes,
XI3TAEGO,UN1T,Bathroom,6,6,Yes,A person is working on hanging up a picture above a desk. The stop working end begin pouring a glass of water to drink.,cup/glass/bottle;picture;standing;table,GLASS,c108 17.60 29.90;c086 6.60 12.20;c088 0.80 15.90;c009 6.30 13.10;c110 13.70 23.40;c107 12.00 31.08;c083 0.00 15.20,30.75,Yes,4YL07
OGA73EGO,7879,Bathroom,6,6,Yes,A person grasps a doorknob then turns off a light and leaves.,door;light;mirror,"A person is in a bathroom looking in a mirror.  The person turns off the light, touches the bathroom door and walks through the door leaving it open.",c097 0.00 11.88;c141 2.50 11.00;c105 3.60 9.60;c154 2.40 7.40;c008 1.90 6.80;c104 3.60 8.90,15.88,Yes,4ATDB
MI9WOEGO,M9HF,Home Office / Study (A room in a house used for work),6,1,No,"A person smiles and takes some clothes from a box, then closes it.",chair;cloth;cup;table;wall,"A person standing by the wall, walked put cloth on a chair picked up a cup from a table and drank something.",c000 0.00 11.10;c001 5.40 11.40;c107 9.80 23.71;c110 10.70 16.60;c106 20.30 23.71,25.33,Yes,AGJH7
6PHSCEGO,OUKK,Living room,5,6,Yes,A person is seen watching something on their phone. They take off their blanket and begin eating.,blanket;food;medicine;phone/camera;sofa/couch;television;towel;tv,man,c074 17.40 26.70;c129 17.40 24.90;c123 0.00 35.20;c132 21.90 28.50;c035 9.90 14.30;c063 9.60 19.70;c156 14.70 22.10;c151 11.10 18.70;c016 0.00 20.10;c033 21.20 34.50;c015 0.00 21.10;c132 19.90 35.20;c071 12.90 21.90,33.12,Yes,BT8WU
ASTRXEGO,ECGS,Kitchen,7,7,Yes,"A person is laughing and putting away food, then cleaning the stove and opening a window in a kitchen.",cabinet;food;groceries;rag;shelf;stove;table;window,A person placing groceries in a cabinet and then wiping down the stove top and opening a window.,c112 6.30 11.70;c062 0.00 7.80;c081 0.00 7.30;c130 0.00 7.40;c092 26.20 33.80;c012 6.60 28.60;c063 0.00 6.00;c090 26.50 33.50,32.96,Yes,6J00B
2B9KTEGO,U259,Bedroom,5,6,Yes,A person is undressing in the mirror while a other person is lying in bed.,clothes;mirro;shirt,A person taking their shirt off in front of a mirror.,c155 6.60 9.42;c000 9.10 9.42;c096 0.00 9.42;c002 8.20 9.42;c001 7.40 9.42;c003 8.40 9.42;c155 4.50 8.90;c000 3.80 8.00;c096 3.50 7.60;c002 3.60 8.30,11.42,Yes,RANB1
PBYLHEGO,Y69C,Entryway (A hall that is generally located at the entrance of a house),3,5,Yes,A person is walking through the entryway eating food. They stop in front of a mirror and fix their hair.,banana;dish;doorway;food;hair;mirror,The person walks into a room eating a banana and brushes their hair.,c061 0.00 11.62;c097 0.00 5.40;c144 3.70 11.62;c156 0.00 5.00;c062 16.40 11.62;c118 1.80 11.62;c096 12.00 11.62;c119 13.80 11.62,19.83,Yes,KFGXC
SOPB7EGO,BYF9,Kitchen,5,6,Yes,A person eating in the kitchen begins pouring a cup of coffee while watching television.,cup;dish;flask;food;sandwich;table,"a person is standing in the kitchen, a person is eating a sandwich, a person picks up a flask and opens it, a person drops flask.",c061 0.00 6.00;c009 26.00 32.60;c063 0.00 6.00;c120 16.40 24.00;c156 0.80 14.60;c118 23.30 29.70;c069 0.00 7.30;c109 25.30 32.75;c110 11.20 23.50;c067 1.10 9.40;c065 0.00 13.90;c068 9.90 15.20;c107 11.60 32.75;c108 20.00 26.10,34.38,Yes,PHH6B
W3BTDEGO,ICRY,Bathroom,6,7,Yes,A person opens the bathroom door and smiles when they look in the mirror.  The person picks up a bag of groceries and stands there looking inside until they find and pull out a book.,bag;book;door;hair;magazine;mirror,"A man opens the bathroom via door knob, enters it, looks in the mirror,touches hair, looks into a bag, and looks at the magazine.",c032 18.30 30.79;c021 5.80 10.90;c094 2.50 8.40;c030 17.50 23.10;c096 2.70 8.40;c026 18.30 30.79;c008 0.20 6.40;c027 24.10 29.20;c097 0.00 5.80;c152 1.60 8.90;c020 6.40 21.80;c023 6.80 20.00,31.21,Yes,QZP8N
5UHV3EGO,BYF9,Dining room,6,7,Yes,"A person is eating a sandwich while sitting at a dining room table, they then take a book out their bag and start to read.",bag;book;chair;food;sandwich;sofa/couch;table,"Person sits at a table, holding food. Person then gets a book out of a bag, pages through the book while reading it.",c026 35.10 31.92;c027 42.50 31.92;c067 0.00 31.92;c030 29.80 31.92;c115 28.00 31.92;c032 28.30 31.92;c021 11.90 17.70;c145 40.30 31.92;c059 0.00 31.92;c011 0.00 31.92;c156 0.00 22.10;c065 0.00 22.70;c009 25.80 31.92;c026 24.60 31.92;c027 25.20 31.92;c123 0.00 31.92;c067 0.00 15.30,61.71,Yes,E0MK4
7E466EGO,OUKK,Living room,6,5,Yes,"A person is standing next to their desk, scribbling on their homework. A second person walks in with a vacuum and uses it on the floor while watching the first person. The second person motions to the first person to move over so second person can vacuum that spot.",chair;desk;floor;homework;paper/notebook;table;vacuum,A person sits at a desk working on homework.  Another person is vacuuming the floor.,c145 0.00 12.80;c011 0.00 15.10;c127 0.00 27.50;c137 0.00 30.20;c014 0.00 13.30;c059 0.00 13.40,28.12,Yes,NXSMH
V6YZBEGO,F116,Bedroom,7,7,Yes,A person is holding a bag of groceries. Another person takes the bag from the first person and sets it on a chair.,bag;chair;groceries;laptop,two person are standing in front of each other one of them give a bag to the other and leaves,c048 6.40 9.79;c020 4.10 9.79;c022 6.00 9.79;c130 5.40 9.79;c023 4.60 9.79;c020 0.00 8.80,11.29,Yes,U32ZC
OAI9KEGO,ICRY,Bedroom,5,7,Yes,"A person undresses and throws their clothes onto the floor.  The person grabs a laptop off the floor and opens it, then picks up a glass of water off the shelf.",bed;box;clothes;dresser;floor;glass;jacket;laptop,A person takes their jacket off and throws it on the floor then picks up a laptop computer from the floor and a glass of water from a dresser.,c047 14.60 31.70;c050 14.30 20.70;c110 25.00 30.10;c003 7.40 14.90;c002 5.00 10.80;c048 18.50 25.60;c126 9.40 15.40;c155 0.00 13.70;c107 25.90 31.70;c135 12.70 18.80;c106 25.20 31.10;c151 11.40 17.70;c040 15.10 21.20;c042 14.50 21.20,29.62,Yes,0TIHC
G4HKNEGO,U259,Bedroom,6,5,Yes,A person is using their laptop.  They are watching a video on the laptop while grasping for a sandwich sitting beside them.,bed;cup;floor;food;laptop;sandwich;sofa/couch,The person is sitting with their legs crossed watching a video on a laptop computer. The person then picks up something behind them and raises it to their mouth.,c135 0.00 22.00;c061 11.10 22.00;c051 0.00 22.00;c156 12.10 22.00;c125 0.00 22.00;c063 11.20 18.00;c069 11.20 17.90;c123 0.00 22.00;c052 0.00 22.00,19.96,Yes,Q8XEE
K55V7EGO,CCI9,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,a person fixes their wardrobe closet. another person stands near a window and holds a broom.,broom;closet/cabinet;doorknob;floor;mirror;wardrobe;window,a person wipes a wardrobe  while another person plays with a broom while standing against a window,c096 0.00 30.50;c098 0.00 30.50;c113 0.00 4.70;c140 13.40 30.50,31.96,Yes,R1B8I
WOWZPEGO,F116,Living room,7,7,Yes,"Person walks into the living room, and turns on the television.  Person then sits down on the couch.  Person then starts to smile at something on the television.  Person the pulls out homework and begins to work on it at the coffee table.",book;chair;magazine;sofa/couch;table;television,"A person walked into the room, sat down, turned on the television and looked at it briefly, then picked up a magazine and looked at it and possibly started writing in it.",c030 39.30 43.90;c027 41.40 47.50;c151 7.30 14.00;c009 37.50 44.20;c011 9.10 48.83;c026 40.50 48.83;c116 44.10 48.83;c059 0.00 3.50;c123 1.60 21.70;c149 0.40 22.30;c145 11.50 16.70;c152 1.60 24.70;c115 5.80 35.80;c032 42.90 48.83;c030 39.60 48.83;c132 17.10 42.40,59.75,Yes,NC1OC
IF7HAEGO,ICRY,Living room,6,7,Yes,A person is seen holding a towel and taking a box off the couch and placing it on the floor.,blanket;box;towel,"Person is standing folding a towel, then walks over and put the towel in a box",c034 23.50 29.40;c039 25.60 32.20;c041 24.90 36.58;c043 28.40 35.70;c042 25.60 36.40;c037 1.00 25.80;c033 0.80 26.50;c075 1.60 8.90;c034 9.30 25.80;c040 27.30 32.70;c039 28.00 35.50,34.67,Yes,FZVQN
M4NI6EGO,ROBJ,Stairs,7,6,Yes,A person walks down the stairs while talking on their phone. The person hangs up the phone and puts it down on the table at the bottom.,door;phone;stairs;table,The man is standing on a stairway as he takes a call. He begins slowly making his way down the stairs as he is on the phone. He then reaches the bottom of the stairs and finishes his phone call and places the phone on a table in front of him.,c154 0.00 10.50;c017 38.50 33.25;c019 2.40 33.25;c015 0.00 33.25;c008 26.10 33.25,43.46,Yes,69EK6
HBF3HEGO,F116,Living room,7,7,Yes,A person is talking in their phone and smiling. They put down the phone and pick up a sandwich and start eating it.,chair;food;phone;sandwich;table,"A person talks on their phone, laughing, then puts the phone down, and begins to eat a sandwich.",c065 16.10 21.12;c156 16.20 21.12;c149 2.70 9.00;c067 21.40 21.12;c069 13.60 20.10;c015 0.00 21.12;c017 0.00 21.12;c011 0.00 21.12;c059 0.00 21.12;c019 0.00 21.12,27.50,Yes,PIEHJ
Z0DHBEGO,DZVP,Bedroom,5,6,Yes,A person puts their shoes on a table then grasps a box off the floor.,box;clothes;floor;hair;shelf;shoe;table,A person sits in a chair and takes off their shoes they put on a table then take a box off the floor and hold the box.,c040 12.70 14.38;c043 12.30 14.38;c054 0.90 6.50;c081 9.10 14.38;c144 0.70 14.38;c059 0.00 14.38;c056 0.00 14.38;c151 0.00 6.50;c005 0.00 6.20;c053 0.00 5.00;c042 0.00 6.20;c009 8.00 14.38;c057 0.00 11.20;c054 6.90 14.38,16.83,Yes,JOBFJ
DDWG8EGO,F116,Bathroom,7,7,Yes,A person is standing in the bathroom washing their hands.  The person takes a camera out of a box on the back of the toilet and plays with it before putting it back.  The person turns off the light and leaves.,box;door;hands;light;mirror;phone/camera;sink,"A person walks over to a sink, washes hands,  picks up a box, pulls something out, tosses it in the air a few times before replacing it,  then places box back on top of toilet, walks out of bathroom then turns off the light.",c040 10.90 18.50;c139 1.20 11.00;c097 31.90 30.79;c105 35.50 30.79;c043 9.80 30.79;c096 0.00 13.10;c042 10.40 18.50;c015 20.30 30.79;c008 3.30 24.50;c087 1.40 8.40;c141 7.20 30.79;c044 10.80 18.90;c097 31.20 30.79;c105 31.00 30.79;c043 14.30 20.40,37.46,Yes,OD1A5
DFSIMEGO,BYF9,Stairs,5,6,Yes,"A person is sitting by the stairs eating some food. They begin dressing by putting a jacket on, and then they look up and turn on the light.",clothes;food;light;sandwich;stairs;wall,"A person sat on top of stairs ate from a plate of food,  put a jacket on and touched a wall.",c067 0.00 14.10;c068 3.20 14.10;c148 13.90 22.60;c069 0.40 10.10;c001 12.30 20.40;c063 1.00 7.80;c156 1.80 11.70;c065 1.80 11.70;c000 0.00 19.70;c062 7.70 12.70;c061 1.40 12.10;c104 28.10 27.50,39.62,Yes,QCIV0
OZNH0EGO,PCAA,Kitchen,6,6,Yes,A person is working in the kitchen holding some groceries.  They are seen tidying up some things in the refrigerator.,bag;door;food;groceries;refrigerator;shelf;table,A person walks into a kitchen carrying a plastic grocery bag and opens the refrigerator and moved some items and turns around and places the bag on a table.,c008 9.50 22.20;c020 0.00 9.60;c009 6.00 11.60;c006 15.50 23.30;c130 7.30 21.40;c143 4.60 11.90;c022 19.90 25.70;c142 17.40 23.40;c062 7.20 21.40;c082 19.90 24.00;c154 1.10 23.70,23.58,Yes,WTGVG
IGU3GEGO,40JH,Home Office / Study (A room in a house used for work),7,5,Yes,"The person works on homework for awhile, then puts away the book used for references.",book;chair;desk;homework;laptop;table,"person is sitting on a chair at a desk working on the homework, open a book and keep working",c027 13.10 17.90;c030 11.30 16.30;c032 13.30 24.00;c025 19.00 24.40;c145 0.00 30.67;c028 21.50 27.00;c026 11.90 24.00;c052 0.00 8.10;c014 0.00 9.80;c031 0.00 10.80,30.46,Yes,EXG45
SIHGMEGO,ROBJ,Bedroom,6,7,Yes,"A person runs through the entryway with their groceries, awkwardly laughing with a sandwich flopping around in their mouth.",bag;bed;closet/cabinet;doorway;food;groceries;sandwich,STANDING,c020 0.00 27.58;c150 0.00 8.50;c152 12.50 20.40;c061 14.20 20.70;c130 9.00 22.20;c114 0.00 20.80;c065 2.30 27.58;c149 3.40 27.58;c067 0.00 27.58;c023 0.00 27.58;c097 0.00 10.80;c156 0.00 27.58,30.88,Yes,7WOTM
