,Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
4043,37692,9489,316.6,[OP050] Catch Profile P040,37473,9433,314.76,1.84,P13_R02,6,Picking in front,OP050,R02,P13
4044,38192,9614,320.8,[OP050] Catch Strap clamps BRIT (x2),37706,9492,316.72,4.08,P13_R02,7,Picking left,OP050,R02,P13
4045,39311,9896,330.2,[OP050] Place BRIT1 and BRIT2 on P040,38358,9656,322.2,8.0,P13_R02,12,Assemble system,OP050,R02,P13
4046,39825,10026,334.52,[OP050] Place P040 on P360-2,39473,9937,331.56,2.96,P13_R02,12,Assemble system,OP050,R02,P13
4047,40168,10112,337.4,[OP050] Catch Bolt B820PT,39825,10026,334.52,2.88,P13_R02,7,Picking left,OP050,R02,P13
4048,40568,10213,340.76,[OP050] Place P040 on P360-2,40168,10112,337.4,3.36,P13_R02,12,Assemble system,OP050,R02,P13
4049,40735,10255,342.16,[OP050] Take screwdriver,40568,10213,340.76,1.4,P13_R02,4,Take screwdriver,OP050,R02,P13
4050,41111,10349,345.32,[OP050] Screw P040 with B820PT,40735,10255,342.16,3.16,P13_R02,12,Assemble system,OP050,R02,P13
4051,41330,10404,347.16,[OP050] Put down screwdriver,41111,10349,345.32,1.84,P13_R02,5,Put down screwdriver,OP050,R02,P13
4052,41782,10518,350.96,[OP060] Consult sheets,41539,10457,348.92,2.04,P13_R02,2,Consult sheets,OP060,R02,P13
4053,42063,10589,353.32,[OP060] Catch Fixation FIXA1,41858,10537,351.6,1.72,P13_R02,6,Picking in front,OP060,R02,P13
4054,42358,10663,355.8,[OP060] Catch Bolt B820 (x2),42068,10590,353.36,2.44,P13_R02,7,Picking left,OP060,R02,P13
4055,42587,10721,357.72,[OP060] Catch Fixture key LARD,42358,10663,355.8,1.92,P13_R02,7,Picking left,OP060,R02,P13
4056,43177,10870,362.68,[OP060] Place LARD on P040 (P360-2),42787,10771,359.4,3.28,P13_R02,12,Assemble system,OP060,R02,P13
4057,44625,11234,374.84,[OP060] Place FIXA1 on P360-2,43397,10925,364.52,10.32,P13_R02,12,Assemble system,OP060,R02,P13
4058,44887,11300,377.04,[OP060] Take screwdriver,44625,11234,374.84,2.2,P13_R02,4,Take screwdriver,OP060,R02,P13
4059,45644,11490,383.4,[OP060] Screw FIXA1 with B820,44887,11300,377.04,6.36,P13_R02,12,Assemble system,OP060,R02,P13
4060,45911,11558,385.64,[OP060] Put down screwdriver,45644,11490,383.4,2.24,P13_R02,5,Put down screwdriver,OP060,R02,P13
4061,46235,11639,388.36,[OP060] Turn sheets,46016,11584,386.52,1.84,P13_R02,3,Turn sheets,OP060,R02,P13
4062,46420,11686,389.92,[OP060] Consult sheets,46254,11644,388.52,1.4,P13_R02,2,Consult sheets,OP060,R02,P13
4063,46816,11785,393.24,[OP060] Catch Fixation FIXA2,46439,11691,390.08,3.16,P13_R02,6,Picking in front,OP060,R02,P13
4064,47197,11881,396.44,[OP060] Catch Bolt B820 (x2),46816,11785,393.24,3.2,P13_R02,7,Picking left,OP060,R02,P13
4065,47982,12079,403.04,[OP060] Place FIXA2 on P360-2,47420,11938,398.32,4.72,P13_R02,12,Assemble system,OP060,R02,P13
4066,48159,12123,404.52,[OP060] Take screwdriver,47982,12079,403.04,1.48,P13_R02,4,Take screwdriver,OP060,R02,P13
4067,48544,12221,407.76,[OP060] Screw FIXA2 with B820,48159,12123,404.52,3.24,P13_R02,12,Assemble system,OP060,R02,P13
4068,48873,12303,410.52,[OP060] Put down screwdriver,48544,12221,407.76,2.76,P13_R02,5,Put down screwdriver,OP060,R02,P13
4069,49416,12440,415.08,[OP070] Consult sheets,49268,12403,413.84,1.24,P13_R02,2,Consult sheets,OP070,R02,P13
4070,49982,12583,419.84,[OP070] Catch P360-1,49525,12468,416.0,3.84,P13_R02,13,Take subsystem,OP070,R02,P13
4071,50678,12758,425.68,[OP070] Catch Disk DI2T,50468,12705,423.92,1.76,P13_R02,6,Picking in front,OP070,R02,P13
4072,50768,12780,426.44,[OP070] Place DI2T on P360-2,50678,12758,425.68,0.76,P13_R02,12,Assemble system,OP070,R02,P13
4073,51021,12844,428.56,[OP070] Catch Nut ECR8,50768,12780,426.44,2.12,P13_R02,7,Picking left,OP070,R02,P13
4074,51263,12905,430.6,[OP070] Catch Bolt B835,51021,12844,428.56,2.04,P13_R02,7,Picking left,OP070,R02,P13
4075,51463,12955,432.28,[OP070] Put down component,51344,12925,431.28,1.0,P13_R02,11,Put down component,OP070,R02,P13
4076,51825,13047,435.32,[OP070] Place ECR8 on DI2T,51468,12957,432.32,3.0,P13_R02,12,Assemble system,OP070,R02,P13
4077,52011,13093,436.88,[OP070] Catch component,51849,13053,435.52,1.36,P13_R02,10,Take component,OP070,R02,P13
4078,52654,13255,442.28,[OP070] Take screwdriver,52463,13207,440.68,1.6,P13_R02,4,Take screwdriver,OP070,R02,P13
4079,53040,13352,445.52,[OP070] Screw P360-2 with B835,52654,13255,442.28,3.24,P13_R02,12,Assemble system,OP070,R02,P13
4080,53221,13398,447.04,[OP070] Put down screwdriver,53040,13352,445.52,1.52,P13_R02,5,Put down screwdriver,OP070,R02,P13
4081,54440,13705,457.28,[OP070] Put down Lower Part,53521,13473,449.56,7.72,P13_R02,14,Put down subsystem,OP070,R02,P13
4082,795,200,6.68,[OP010] Catch Fixture key LARD,486,122,4.08,2.6,P14_R01,7,Picking left,OP010,R01,P14
4083,933,235,7.84,[OP010] Catch Fixation FIXA1,795,200,6.68,1.16,P14_R01,6,Picking in front,OP010,R01,P14
4084,962,242,8.08,[OP010] Put down component,933,235,7.84,0.24,P14_R01,11,Put down component,OP010,R01,P14
4085,1200,302,10.08,[OP010] Catch Bolt B820,962,242,8.08,2.0,P14_R01,7,Picking left,OP010,R01,P14
4086,1486,374,12.48,[OP010] Take screwdriver,1200,302,10.08,2.4,P14_R01,4,Take screwdriver,OP010,R01,P14
4087,1795,452,15.08,[OP010] Put down screwdriver,1624,409,13.64,1.44,P14_R01,5,Put down screwdriver,OP010,R01,P14
4088,2205,555,18.52,[OP010] Place LARD on Profile P360-1,1891,476,15.88,2.64,P14_R01,12,Assemble system,OP010,R01,P14
4089,2386,601,20.04,[OP010] Catch component,2229,561,18.72,1.32,P14_R01,10,Take component,OP010,R01,P14
4090,2614,658,21.96,[OP010] Place FIXA1 on LARD at 160mm,2386,601,20.04,1.92,P14_R01,12,Assemble system,OP010,R01,P14
4091,2948,742,24.76,[OP010] Take measuring rod,2781,700,23.36,1.4,P14_R01,8,Take measuring rod,OP010,R01,P14
4092,3214,809,27.0,[OP010] Place FIXA1 on LARD at 160mm,2962,746,24.88,2.12,P14_R01,12,Assemble system,OP010,R01,P14
4093,3348,843,28.12,[OP010] Put down measuring rod,3219,810,27.04,1.08,P14_R01,9,Put down measuring rod,OP010,R01,P14
4094,3567,898,29.96,[OP010] Take screwdriver,3395,855,28.52,1.44,P14_R01,4,Take screwdriver,OP010,R01,P14
4095,3795,955,31.88,[OP010] Screw FIXA1 with B820,3567,898,29.96,1.92,P14_R01,12,Assemble system,OP010,R01,P14
4096,3972,1000,33.36,[OP010] Put down screwdriver,3795,955,31.88,1.48,P14_R01,5,Put down screwdriver,OP010,R01,P14
4097,4505,1134,37.84,[OP020] Catch Fixture key LARD,4295,1081,36.08,1.76,P14_R01,7,Picking left,OP020,R01,P14
4098,4981,1254,41.84,[OP020] Place LARD on P360-1,4534,1141,38.08,3.76,P14_R01,12,Assemble system,OP020,R01,P14
4099,5181,1304,43.52,[OP020] Catch Fixation FIXA1,5034,1267,42.28,1.24,P14_R01,6,Picking in front,OP020,R01,P14
4100,5367,1351,45.08,[OP020] Catch Bolt B820,5181,1304,43.52,1.56,P14_R01,7,Picking left,OP020,R01,P14
4101,5643,1421,47.4,[OP020] Place FIXA1 on LARD at 160mm,5372,1352,45.12,2.28,P14_R01,12,Assemble system,OP020,R01,P14
4102,5948,1497,49.96,[OP020] Take measuring rod,5686,1431,47.76,2.2,P14_R01,8,Take measuring rod,OP020,R01,P14
4103,6253,1574,52.52,[OP020] Place FIXA1 on LARD at 160mm,5948,1497,49.96,2.56,P14_R01,12,Assemble system,OP020,R01,P14
4104,6400,1611,53.76,[OP020] Put down measuring rod,6253,1574,52.52,1.24,P14_R01,9,Put down measuring rod,OP020,R01,P14
4105,6634,1670,55.72,[OP020] Take screwdriver,6400,1611,53.76,1.96,P14_R01,4,Take screwdriver,OP020,R01,P14
4106,6886,1733,57.84,[OP020] Screw FIXA1 with B820,6634,1670,55.72,2.12,P14_R01,12,Assemble system,OP020,R01,P14
4107,7062,1778,59.32,[OP020] Put down screwdriver,6886,1733,57.84,1.48,P14_R01,5,Put down screwdriver,OP020,R01,P14
4108,7405,1864,62.2,[OP030] Turn sheets,7181,1808,60.32,1.88,P14_R01,3,Turn sheets,OP030,R01,P14
4109,7619,1918,64.0,[OP030] Catch Fixture key LARD (x2),7405,1864,62.2,1.8,P14_R01,7,Picking left,OP030,R01,P14
4110,7653,1926,64.28,[OP030] Put down component,7615,1917,63.96,0.32,P14_R01,11,Put down component,OP030,R01,P14
4111,7872,1982,66.12,[OP030] Catch Fixation FIXT (x2),7653,1926,64.28,1.84,P14_R01,6,Picking in front,OP030,R01,P14
4112,7934,1997,66.64,[OP030] Put down component,7872,1982,66.12,0.52,P14_R01,11,Put down component,OP030,R01,P14
4113,8196,2063,68.84,[OP030] Catch Pillow block bearing PAL4019 (x2),7934,1997,66.64,2.2,P14_R01,6,Picking in front,OP030,R01,P14
4114,8234,2073,69.16,[OP030] Put down component,8196,2063,68.84,0.32,P14_R01,11,Put down component,OP030,R01,P14
4115,8515,2143,71.52,[OP030] Catch Bolt B840 (x2),8267,2081,69.44,2.08,P14_R01,7,Picking left,OP030,R01,P14
4116,8748,2202,73.48,[OP030] Turn sheets,8515,2143,71.52,1.96,P14_R01,3,Turn sheets,OP030,R01,P14
4117,8891,2238,74.68,[OP030] Put down component,8810,2218,74.0,0.68,P14_R01,11,Put down component,OP030,R01,P14
4118,9081,2286,76.28,[OP030] Catch Cover CAPO (x2),8891,2238,74.68,1.6,P14_R01,6,Picking in front,OP030,R01,P14
4119,9115,2295,76.56,[OP030] Put down component,9081,2286,76.28,0.28,P14_R01,11,Put down component,OP030,R01,P14
4120,9253,2329,77.72,[OP030] Catch component,9148,2303,76.84,0.88,P14_R01,10,Take component,OP030,R01,P14
4121,9472,2384,79.56,[OP030] Place LARD on P360-1 (x2),9253,2329,77.72,1.84,P14_R01,12,Assemble system,OP030,R01,P14
4122,9624,2423,80.84,[OP030] Catch component,9501,2392,79.8,1.04,P14_R01,10,Take component,OP030,R01,P14
4123,10105,2544,84.88,[OP030] Place LARD on P360-1 (x2),9662,2432,81.16,3.72,P14_R01,12,Assemble system,OP030,R01,P14
4124,10253,2581,86.12,[OP030] Catch component,10129,2550,85.08,1.04,P14_R01,10,Take component,OP030,R01,P14
4125,10977,2763,92.2,[OP030] Place FIXT on LARD (x2),10439,2628,87.68,4.52,P14_R01,12,Assemble system,OP030,R01,P14
4126,11296,2844,94.88,[OP030] Catch component,11163,2810,93.76,1.12,P14_R01,10,Take component,OP030,R01,P14
4127,11824,2977,99.32,[OP030] Place PAL4019 on FIXT (x2),11620,2925,97.6,1.72,P14_R01,12,Assemble system,OP030,R01,P14
4128,11967,3013,100.52,[OP030] Catch component,11839,2980,99.44,1.08,P14_R01,10,Take component,OP030,R01,P14
4129,12248,3083,102.88,[OP030] Take screwdriver,12058,3035,101.28,1.6,P14_R01,4,Take screwdriver,OP030,R01,P14
4130,12610,3174,105.92,[OP030] Screw PAL4019 with B820 (x2),12248,3083,102.88,3.04,P14_R01,12,Assemble system,OP030,R01,P14
4131,12844,3233,107.88,[OP030] Put down screwdriver,12610,3174,105.92,1.96,P14_R01,5,Put down screwdriver,OP030,R01,P14
4132,12958,3262,108.84,[OP030] Catch component,12844,3233,107.88,0.96,P14_R01,10,Take component,OP030,R01,P14
4133,13105,3299,110.08,[OP030] Place FIXT on LARD (x2),12986,3269,109.08,1.0,P14_R01,12,Assemble system,OP030,R01,P14
4134,13325,3354,111.92,[OP030] Catch component,13186,3319,110.76,1.16,P14_R01,10,Take component,OP030,R01,P14
4135,13534,3407,113.68,[OP030] Place PAL4019 on FIXT (x2),13377,3367,112.36,1.32,P14_R01,12,Assemble system,OP030,R01,P14
4136,13734,3457,115.36,[OP030] Catch component,13591,3421,114.16,1.2,P14_R01,10,Take component,OP030,R01,P14
4137,13991,3522,117.52,[OP030] Place PAL4019 on FIXT (x2),13767,3466,115.64,1.88,P14_R01,12,Assemble system,OP030,R01,P14
4138,14206,3576,119.32,[OP030] Take screwdriver,13991,3522,117.52,1.8,P14_R01,4,Take screwdriver,OP030,R01,P14
4139,14763,3716,124.0,[OP030] Screw PAL4019 with B820 (x2),14206,3576,119.32,4.68,P14_R01,12,Assemble system,OP030,R01,P14
4140,15368,3869,129.08,[OP030] Screw PAL4019 with B820 (x2),14987,3773,125.88,3.2,P14_R01,12,Assemble system,OP030,R01,P14
4141,15615,3931,131.16,[OP030] Put down screwdriver,15368,3869,129.08,2.08,P14_R01,5,Put down screwdriver,OP030,R01,P14
4142,15987,4024,134.28,[OP030] Take screwdriver,15834,3986,133.0,1.28,P14_R01,4,Take screwdriver,OP030,R01,P14
4143,16210,4081,136.16,[OP030] Screw PAL4019 with B820 (x2),15987,4024,134.28,1.88,P14_R01,12,Assemble system,OP030,R01,P14
4144,16406,4130,137.8,[OP030] Put down screwdriver,16210,4081,136.16,1.64,P14_R01,5,Put down screwdriver,OP030,R01,P14
4145,17149,4317,144.03999,[OP030] Put down Profile P360-1,16815,4233,141.24001,2.8,P14_R01,14,Put down subsystem,OP030,R01,P14
4146,17263,4346,145.0,[OP030] Catch component,17163,4320,144.16,0.84,P14_R01,10,Take component,OP030,R01,P14
4147,17596,4430,147.8,[OP030] Catch component,17310,4358,145.4,2.4,P14_R01,13,Take subsystem,OP030,R01,P14
4148,17811,4484,149.6,[OP030] Place CAPO on P360-1(x2),17625,4437,148.04,1.56,P14_R01,12,Assemble system,OP030,R01,P14
4149,18044,4542,151.56,[OP030] Catch component,17911,4509,150.44,1.12,P14_R01,10,Take component,OP030,R01,P14
4150,18287,4603,153.6,[OP030] Place CAPO on P360-1(x2),18068,4548,151.76,1.84,P14_R01,12,Assemble system,OP030,R01,P14
4151,18558,4672,155.88,[OP030] Catch component,18434,4641,154.84,1.04,P14_R01,10,Take component,OP030,R01,P14
4152,18725,4714,157.28,[OP030] Put down Profile P360-1,18558,4672,155.88,1.4,P14_R01,14,Put down subsystem,OP030,R01,P14
4153,19001,4783,159.6,[OP030] Take screwdriver,18796,4732,157.88,1.72,P14_R01,4,Take screwdriver,OP030,R01,P14
4154,19577,4928,164.44,[OP030] Put down screwdriver,19425,4890,163.16,1.28,P14_R01,5,Put down screwdriver,OP030,R01,P14
4155,20468,5152,171.92,[OP040] Turn sheets,19987,5031,167.88,4.04,P14_R01,3,Turn sheets,OP040,R01,P14
4156,20620,5191,173.2,[OP040] Catch Fixation FIXA2,20468,5152,171.92,1.28,P14_R01,6,Picking in front,OP040,R01,P14
4157,20858,5251,175.2,[OP040] Catch Bolt B820,20620,5191,173.2,2.0,P14_R01,7,Picking left,OP040,R01,P14
4158,21344,5373,179.28,[OP040] Take screwdriver,21144,5323,177.6,1.68,P14_R01,4,Take screwdriver,OP040,R01,P14
4159,21796,5487,183.08,[OP040] Screw FIXA2 with B820,21449,5399,180.16,2.92,P14_R01,12,Assemble system,OP040,R01,P14
4160,22420,5644,188.32,[OP040] Screw FIXA2 with B820,22163,5579,186.16,2.16,P14_R01,12,Assemble system,OP040,R01,P14
4161,22639,5699,190.16,[OP040] Put down screwdriver,22420,5644,188.32,1.84,P14_R01,5,Put down screwdriver,OP040,R01,P14
4162,23163,5831,194.56,[OP040] Turn sheets,22935,5773,192.64,1.92,P14_R01,3,Turn sheets,OP040,R01,P14
4163,23411,5893,196.64,[OP040] Catch Fixation FIXL,23235,5849,195.16,1.48,P14_R01,6,Picking in front,OP040,R01,P14
4164,23873,6010,200.52,[OP040] Catch Strap clamps BRIT (x2),23587,5938,198.12,2.4,P14_R01,7,Picking left,OP040,R01,P14
4165,23935,6025,201.04,[OP040] Put down component,23873,6010,200.52,0.52,P14_R01,11,Put down component,OP040,R01,P14
4166,23982,6037,201.44,[OP040] Catch component,23935,6025,201.04,0.4,P14_R01,10,Take component,OP040,R01,P14
4167,24206,6094,203.32,[OP040] Place BRIT1 and BRIT2 on FIXL,23982,6037,201.44,1.88,P14_R01,12,Assemble system,OP040,R01,P14
4168,24335,6126,204.4,[OP040] Catch component,24225,6098,203.48,0.92,P14_R01,10,Take component,OP040,R01,P14
4169,24492,6165,205.72,[OP040] Place BRIT1 and BRIT2 on FIXL,24335,6126,204.4,1.32,P14_R01,12,Assemble system,OP040,R01,P14
4170,24768,6235,208.04,[OP040] Catch Bolt B820PT,24539,6177,206.12,1.92,P14_R01,7,Picking left,OP040,R01,P14
4171,25144,6330,211.2,[OP040] Take screwdriver,24968,6285,209.72,1.48,P14_R01,4,Take screwdriver,OP040,R01,P14
4172,25520,6424,214.36,[OP040] Screw FIXL with B820PT,25144,6330,211.2,3.16,P14_R01,12,Assemble system,OP040,R01,P14
4173,25668,6462,215.6,[OP040] Put down screwdriver,25520,6424,214.36,1.24,P14_R01,5,Put down screwdriver,OP040,R01,P14
4174,26206,6597,220.12,[OP040] Turn sheets,25878,6514,217.36,2.76,P14_R01,3,Turn sheets,OP040,R01,P14
4175,26487,6668,222.48,[OP040] Catch Strap clamps BRIT (x2),26206,6597,220.12,2.36,P14_R01,7,Picking left,OP040,R01,P14
4176,26644,6707,223.8,[OP040] Catch Strap clamps BRIT (x2),26487,6668,222.48,1.32,P14_R01,7,Picking left,OP040,R01,P14
4177,26735,6730,224.56,[OP040] Put down component,26644,6707,223.8,0.76,P14_R01,11,Put down component,OP040,R01,P14
4178,27087,6819,227.52,[OP040] Place BRIT1 and BRIT2 on FIXL,26773,6740,224.88,2.64,P14_R01,12,Assemble system,OP040,R01,P14
4179,27278,6867,229.12,[OP040] Catch component,27116,6826,227.76,1.36,P14_R01,10,Take component,OP040,R01,P14
4180,27402,6898,230.16,[OP040] Place BRIT1 and BRIT2 on FIXL,27278,6867,229.12,1.04,P14_R01,12,Assemble system,OP040,R01,P14
4181,27630,6955,232.08,[OP050] Catch Profile P040,27440,6907,230.48,1.6,P14_R01,6,Picking in front,OP050,R01,P14
4182,27659,6963,232.32,[OP050] Put down component,27630,6955,232.08,0.24,P14_R01,11,Put down component,OP050,R01,P14
4183,27859,7013,234.0,[OP050] Catch Bolt B820PT,27659,6963,232.32,1.68,P14_R01,7,Picking left,OP050,R01,P14
4184,28254,7112,237.32,[OP050] Take screwdriver,28078,7068,235.84,1.48,P14_R01,4,Take screwdriver,OP050,R01,P14
4185,28783,7246,241.76,[OP050] Screw P040 with B820PT,28254,7112,237.32,4.44,P14_R01,12,Assemble system,OP050,R01,P14
4186,29283,7371,245.96,[OP050] Put down screwdriver,29159,7340,244.92,1.04,P14_R01,5,Put down screwdriver,OP050,R01,P14
4187,29678,7471,249.28,[OP060] Turn sheets,29425,7407,247.16,2.12,P14_R01,3,Turn sheets,OP060,R01,P14
4188,29825,7508,250.52,[OP060] Catch Fixture key LARD,29678,7471,249.28,1.24,P14_R01,7,Picking left,OP060,R01,P14
4189,29968,7544,251.72,[OP060] Catch Fixation FIXA1,29825,7508,250.52,1.2,P14_R01,6,Picking in front,OP060,R01,P14
4190,30021,7557,252.16,[OP060] Put down component,29968,7544,251.72,0.44,P14_R01,11,Put down component,OP060,R01,P14
4191,30359,7642,255.0,[OP060] Place LARD on P040 (P360-2),30178,7597,253.48,1.52,P14_R01,12,Assemble system,OP060,R01,P14
4192,30492,7676,256.12,[OP060] Catch component,30364,7644,255.04,1.08,P14_R01,10,Take component,OP060,R01,P14
4193,30678,7723,257.68,[OP060] Catch Bolt B820 (x2),30506,7680,256.24,1.44,P14_R01,7,Picking left,OP060,R01,P14
4194,31235,7863,262.36,[OP060] Place FIXA1 on P360-2,30930,7786,259.8,2.56,P14_R01,12,Assemble system,OP060,R01,P14
4195,31406,7906,263.8,[OP060] Take screwdriver,31249,7867,262.48,1.32,P14_R01,4,Take screwdriver,OP060,R01,P14
4196,31711,7983,266.36,[OP060] Screw FIXA1 with B820,31406,7906,263.8,2.56,P14_R01,12,Assemble system,OP060,R01,P14
4197,31883,8026,267.8,[OP060] Put down screwdriver,31711,7983,266.36,1.44,P14_R01,5,Put down screwdriver,OP060,R01,P14
4198,32507,8183,273.04,[OP060] Turn sheets,32202,8106,270.48,2.56,P14_R01,3,Turn sheets,OP060,R01,P14
4199,32711,8235,274.76,[OP060] Catch Fixation FIXA2,32507,8183,273.04,1.72,P14_R01,6,Picking in front,OP060,R01,P14
4200,32935,8291,276.64,[OP060] Catch Bolt B820 (x2),32716,8236,274.8,1.84,P14_R01,7,Picking left,OP060,R01,P14
4201,33511,8436,281.48,[OP060] Place FIXA2 on P360-2,32968,8299,276.92,4.56,P14_R01,12,Assemble system,OP060,R01,P14
4202,33702,8484,283.08,[OP060] Take screwdriver,33511,8436,281.48,1.6,P14_R01,4,Take screwdriver,OP060,R01,P14
4203,34035,8568,285.88,[OP060] Screw FIXA2 with B820,33702,8484,283.08,2.8,P14_R01,12,Assemble system,OP060,R01,P14
4204,34245,8621,287.64,[OP060] Put down screwdriver,34035,8568,285.88,1.76,P14_R01,5,Put down screwdriver,OP060,R01,P14
4205,35126,8842,295.04,[OP070] Catch Bolt B835,34907,8787,293.2,1.84,P14_R01,7,Picking left,OP070,R01,P14
4206,35531,8944,298.44,[OP070] Catch Nut ECR8,35302,8887,296.52,1.92,P14_R01,7,Picking left,OP070,R01,P14
4207,35783,9008,300.56,[OP070] Catch P360-1,35573,8955,298.8,1.76,P14_R01,13,Take subsystem,OP070,R01,P14
4208,36035,9071,302.68,[OP070] Catch Disk DI2T,35826,9019,300.92,1.76,P14_R01,6,Picking in front,OP070,R01,P14
4209,36264,9129,304.6,[OP070] Place DI2T on P360-2,36059,9077,302.88,1.72,P14_R01,12,Assemble system,OP070,R01,P14
4210,36764,9255,308.8,[OP070] Catch component,36659,9228,307.92,0.88,P14_R01,10,Take component,OP070,R01,P14
4211,37154,9353,312.08,[OP070] Place ECR8 on DI2T,36764,9255,308.8,3.28,P14_R01,12,Assemble system,OP070,R01,P14
4212,37426,9421,314.36,[OP070] Take screwdriver,37269,9382,313.04,1.32,P14_R01,4,Take screwdriver,OP070,R01,P14
4213,37983,9562,319.04,[OP070] Screw P360-2 with B835,37426,9421,314.36,4.68,P14_R01,12,Assemble system,OP070,R01,P14
4214,38169,9608,320.6,[OP070] Put down screwdriver,37983,9562,319.04,1.56,P14_R01,5,Put down screwdriver,OP070,R01,P14
4215,38816,9771,326.04,[OP070] Put down Lower Part,38478,9686,323.2,2.84,P14_R01,14,Put down subsystem,OP070,R01,P14
4216,543,137,4.56,[OP010] Catch Fixture key LARD,252,64,2.12,2.44,P14_R02,7,Picking left,OP010,R02,P14
4217,710,179,5.96,[OP010] Catch Fixation FIXA1,543,137,4.56,1.4,P14_R02,6,Picking in front,OP010,R02,P14
4218,738,186,6.2,[OP010] Put down component,710,179,5.96,0.24,P14_R02,11,Put down component,OP010,R02,P14
4219,924,233,7.76,[OP010] Catch Bolt B820,738,186,6.2,1.56,P14_R02,7,Picking left,OP010,R02,P14
4220,962,242,8.08,[OP010] Put down component,924,233,7.76,0.32,P14_R02,11,Put down component,OP010,R02,P14
4221,2239,563,18.8,[OP010] Place LARD on Profile P360-1,1700,428,14.28,4.52,P14_R02,12,Assemble system,OP010,R02,P14
4222,2377,598,19.96,[OP010] Catch component,2239,563,18.8,1.16,P14_R02,10,Take component,OP010,R02,P14
4223,3029,762,25.44,[OP010] Take measuring rod,2863,720,24.04,1.4,P14_R02,8,Take measuring rod,OP010,R02,P14
4224,3363,846,28.24,[OP010] Place FIXA1 on LARD at 160mm,3029,762,25.44,2.8,P14_R02,12,Assemble system,OP010,R02,P14
4225,3506,882,29.44,[OP010] Put down measuring rod,3363,846,28.24,1.2,P14_R02,9,Put down measuring rod,OP010,R02,P14
4226,3706,933,31.12,[OP010] Take screwdriver,3506,882,29.44,1.68,P14_R02,4,Take screwdriver,OP010,R02,P14
4227,3911,984,32.84,[OP010] Screw FIXA1 with B820,3706,933,31.12,1.72,P14_R02,12,Assemble system,OP010,R02,P14
4228,3996,1006,33.56,[OP010] Put down screwdriver,3911,984,32.84,0.72,P14_R02,5,Put down screwdriver,OP010,R02,P14
4229,4330,1090,36.36,[OP020] Catch Fixture key LARD,4139,1042,34.76,1.6,P14_R02,7,Picking left,OP020,R02,P14
